Date,Year,DayOfYear,Daily_Spending_RM
2025-07-23,2025,204,90.87
2025-07-24,2025,205,40.51
2025-07-25,2025,206,32.64
2025-07-26,2025,207,104.94
2025-07-27,2025,208,97.48
2025-07-28,2025,209,26.01
2025-07-29,2025,210,71.68
2025-07-30,2025,211,95.6
2025-07-31,2025,212,15.22
2025-08-01,2025,213,39.97
2025-08-02,2025,214,41.97
2025-08-03,2025,215,53.7
2025-08-04,2025,216,18.67
2025-08-05,2025,217,35.62
2025-08-06,2025,218,35.55
2025-08-07,2025,219,24.29
2025-08-08,2025,220,28.62
2025-08-09,2025,221,32.05
2025-08-10,2025,222,91.84
2025-08-11,2025,223,32.63
2025-08-12,2025,224,31.61
2025-08-13,2025,225,115.93
2025-08-14,2025,226,24.83
2025-08-15,2025,227,69.22
2025-08-16,2025,228,21.22
2025-08-17,2025,229,34.72
2025-08-18,2025,230,69.87
2025-08-19,2025,231,25.59
2025-08-20,2025,232,29.68
2025-08-21,2025,233,110.12
2025-08-22,2025,234,73.34
2025-08-23,2025,235,98.33
2025-08-24,2025,236,111.47
2025-08-25,2025,237,25.26
2025-08-26,2025,238,24.42
2025-08-27,2025,239,37.82
2025-08-28,2025,240,18.56
2025-08-29,2025,241,27.81
2025-08-30,2025,242,29.08
2025-08-31,2025,243,36.3
2025-09-01,2025,244,93.24
2025-09-02,2025,245,26.16
2025-09-03,2025,246,26.73
2025-09-04,2025,247,36.0
2025-09-05,2025,248,38.81
2025-09-06,2025,249,41.43
2025-09-07,2025,250,50.21
2025-09-08,2025,251,61.16
2025-09-09,2025,252,41.64
2025-09-10,2025,253,40.53
2025-09-11,2025,254,80.94
2025-09-12,2025,255,111.92
2025-09-13,2025,256,127.81
2025-09-14,2025,257,50.13
2025-09-15,2025,258,39.34
2025-09-16,2025,259,37.65
2025-09-17,2025,260,113.24
2025-09-18,2025,261,34.46
2025-09-19,2025,262,33.29
2025-09-20,2025,263,49.17
2025-09-21,2025,264,39.94
2025-09-22,2025,265,29.48
2025-09-23,2025,266,33.92
2025-09-24,2025,267,39.83
2025-09-25,2025,268,39.34
2025-09-26,2025,269,78.2
2025-09-27,2025,270,95.89
2025-09-28,2025,271,54.87
2025-09-29,2025,272,114.27
2025-09-30,2025,273,62.88
2025-10-01,2025,274,40.96
2025-10-02,2025,275,44.13
2025-10-03,2025,276,31.76
2025-10-04,2025,277,122.61
2025-10-05,2025,278,85.3
2025-10-06,2025,279,20.6
2025-10-07,2025,280,115.34
2025-10-08,2025,281,26.19
2025-10-09,2025,282,36.96
2025-10-10,2025,283,34.84
2025-10-11,2025,284,131.11
2025-10-12,2025,285,46.34
2025-10-13,2025,286,50.41
2025-10-14,2025,287,102.76
2025-10-15,2025,288,51.02
2025-10-16,2025,289,31.99
2025-10-17,2025,290,50.67
2025-10-18,2025,291,49.28
2025-10-19,2025,292,56.0
2025-10-20,2025,293,95.13
2025-10-21,2025,294,99.36
2025-10-22,2025,295,51.73
2025-10-23,2025,296,46.77
2025-10-24,2025,297,120.91
2025-10-25,2025,298,48.73
2025-10-26,2025,299,59.87
2025-10-27,2025,300,36.3
2025-10-28,2025,301,77.04
2025-10-29,2025,302,31.4
2025-10-30,2025,303,40.33
2025-10-31,2025,304,38.52
2025-11-01,2025,305,62.6
2025-11-02,2025,306,47.8
2025-11-03,2025,307,102.94
2025-11-04,2025,308,40.64
2025-11-05,2025,309,91.55
2025-11-06,2025,310,40.8
2025-11-07,2025,311,120.12
2025-11-08,2025,312,103.0
2025-11-09,2025,313,87.48
2025-11-10,2025,314,39.09
2025-11-11,2025,315,120.16
2025-11-12,2025,316,36.42
2025-11-13,2025,317,27.97
2025-11-14,2025,318,37.71
2025-11-15,2025,319,46.49
2025-11-16,2025,320,112.07
2025-11-17,2025,321,46.12
2025-11-18,2025,322,22.48
2025-11-19,2025,323,28.29
2025-11-20,2025,324,33.48
2025-11-21,2025,325,27.64
2025-11-22,2025,326,52.72
2025-11-23,2025,327,48.18
2025-11-24,2025,328,41.43
2025-11-25,2025,329,124.71
2025-11-26,2025,330,27.68
2025-11-27,2025,331,47.37
2025-11-28,2025,332,33.64
2025-11-29,2025,333,44.84
2025-11-30,2025,334,40.61
2025-12-01,2025,335,15.75
2025-12-02,2025,336,23.38
2025-12-03,2025,337,54.78
2025-12-04,2025,338,72.9
2025-12-05,2025,339,25.4
2025-12-06,2025,340,43.25
2025-12-07,2025,341,106.75
2025-12-08,2025,342,99.72
2025-12-09,2025,343,19.53
2025-12-10,2025,344,29.26
2025-12-11,2025,345,15.03
2025-12-12,2025,346,11.39
2025-12-13,2025,347,111.18
2025-12-14,2025,348,20.86
2025-12-15,2025,349,13.8
2025-12-16,2025,350,15.84
2025-12-17,2025,351,106.11
2025-12-18,2025,352,100.37
2025-12-19,2025,353,30.93
2025-12-20,2025,354,43.94
2025-12-21,2025,355,33.44
2025-12-22,2025,356,95.01
2025-12-23,2025,357,21.28
2025-12-24,2025,358,13.71
2025-12-25,2025,359,18.81
2025-12-26,2025,360,25.68
2025-12-27,2025,361,33.8
2025-12-28,2025,362,36.35
2025-12-29,2025,363,101.58
2025-12-30,2025,364,38.03
2025-12-31,2025,365,17.09
2026-01-01,2026,1,30.82
2026-01-02,2026,2,101.81
2026-01-03,2026,3,32.57
2026-01-04,2026,4,71.3
2026-01-05,2026,5,42.52
2026-01-06,2026,6,21.37
2026-01-07,2026,7,28.33
2026-01-08,2026,8,35.65
2026-01-09,2026,9,24.1
2026-01-10,2026,10,46.5
2026-01-11,2026,11,32.22
2026-01-12,2026,12,15.02
